     k         norm x 
     0     0.957080 (  0.71166,   0.39326,   0.43986,     1.302,   0.30663, -0.098926,  -0.15443,   0.43986,    0.3417, -0.056197, -0.098926,   0.39326,   0.73579,    0.3417,   0.30663,   0.71166)
     1     1.039058 (0.78027, 0.75994,  1.0295,  1.2296, 0.65856, 0.18115, 0.24235,  1.0295, 0.69568, 0.20542, 0.18115, 0.75994, 0.78687, 0.69568, 0.65856, 0.78027)
     2     0.463276 (0.90874,  1.0004,  1.1169,  1.4424, 0.82241, 0.73172, 0.93695,  1.1169, 0.83531, 0.70392, 0.73172,  1.0004, 0.90848, 0.83531, 0.82241, 0.90874)
     3     0.119559 (0.93111, 0.97566,   1.137,  1.4417, 0.83084, 0.80665, 0.88287,   1.137, 0.84286, 0.75732, 0.80665, 0.97566, 0.91458, 0.84286, 0.83084, 0.93111)
     4     0.054664 (0.92995, 0.97877,  1.1179,  1.4376, 0.85614, 0.80536, 0.85617,  1.1179, 0.85799, 0.80338, 0.80536, 0.97877, 0.91376, 0.85799, 0.85614, 0.92995)
     5     0.034375 (0.93449, 0.97647,  1.1074,  1.4272, 0.85826, 0.80746, 0.85306,  1.1074, 0.87629, 0.80287, 0.80746, 0.97647, 0.92123, 0.87629, 0.85826, 0.93449)
     6     0.002420 ( 0.9348, 0.97503,  1.1068,   1.423, 0.85955, 0.80693, 0.85372,  1.1068, 0.87639, 0.80407, 0.80693, 0.97503, 0.92958, 0.87639, 0.85955,  0.9348)
     7     0.000647 (0.93408, 0.97487,  1.1069,  1.4234, 0.85942,   0.807, 0.85365,  1.1069, 0.87669, 0.80413,   0.807, 0.97487, 0.93006, 0.87669, 0.85942, 0.93408)
     8     0.000000 (0.93408, 0.97476,  1.1069,  1.4235, 0.85934, 0.80692, 0.85372,  1.1069, 0.87675, 0.80428, 0.80692, 0.97476, 0.93005, 0.87675, 0.85934, 0.93408)
